epoch,accuracy,loss,val_accuracy,val_loss
14,0.9918500185012817,0.030428873375058174,0.9854999780654907,0.05839904770255089
15,0.9949666857719421,0.020171664655208588,0.996999979019165,0.016633611172437668
16,0.9943000078201294,0.02210129424929619,0.9961666464805603,0.017013929784297943
17,0.9959666728973389,0.017336873337626457,0.9963333606719971,0.020001815631985664
18,0.9962166547775269,0.015554634854197502,0.9976666569709778,0.011441240087151527
19,0.9958666563034058,0.017062537372112274,0.9971666932106018,0.014644972048699856
20,0.9922333359718323,0.031920358538627625,0.9965000152587891,0.028713757172226906
21,0.9955166578292847,0.018018335103988647,0.9963333606719971,0.01288954820483923
22,0.996399998664856,0.015273773111402988,0.9975000023841858,0.01353922113776207
23,0.9893666505813599,0.035123761743307114,0.9710000157356262,0.11148782074451447
24,0.9959166646003723,0.014815962873399258,0.9976666569709778,0.008341562002897263
25,0.9970499873161316,0.011355538852512836,0.996999979019165,0.013299673795700073
26,0.9973666667938232,0.009475117549300194,0.9943333268165588,0.016179189085960388
27,0.9955999851226807,0.018393196165561676,0.9955000281333923,0.016868988052010536
28,0.9955166578292847,0.01654323935508728,0.9976666569709778,0.01175678987056017
29,0.9960500001907349,0.015238182619214058,0.9973333477973938,0.013861778192222118
0,0.9386500120162964,0.18189683556556702,0.9776666760444641,0.11300645023584366
1,0.9747333526611328,0.0815775915980339,0.9623333215713501,0.11824414879083633
2,0.9813166856765747,0.061966706067323685,0.9801666736602783,0.05939079821109772
3,0.9824833273887634,0.05543554946780205,0.9863333106040955,0.04759348928928375
4,0.9828833341598511,0.053209077566862106,0.9555000066757202,0.15213216841220856
5,0.9844499826431274,0.04731203615665436,0.9801666736602783,0.07042399793863297
6,0.9860666394233704,0.04420127719640732,0.9894999861717224,0.03529595211148262
7,0.9856333136558533,0.04410998523235321,0.9861666560173035,0.03938615322113037
8,0.9868166446685791,0.04261163994669914,0.9868333339691162,0.03914536163210869
9,0.9873999953269958,0.039898328483104706,0.9848333597183228,0.04535868763923645
10,0.9873499870300293,0.03915717080235481,0.9896666407585144,0.03228364139795303
11,0.9883833527565002,0.03640782833099365,0.987666666507721,0.03794559836387634
12,0.9885666370391846,0.03720245882868767,0.9821666479110718,0.053198933601379395
13,0.9883333444595337,0.03619580343365669,0.9819999933242798,0.04682561755180359
14,0.9889333248138428,0.03472330793738365,0.9865000247955322,0.04313874989748001
15,0.9900333285331726,0.031932029873132706,0.9868333339691162,0.03485574573278427
16,0.9909166693687439,0.029864726588129997,0.9925000071525574,0.027400007471442223
17,0.9917166829109192,0.028576578944921494,0.9929999709129333,0.02136256732046604
18,0.9920166730880737,0.026973646134138107,0.9915000200271606,0.026997748762369156
19,0.9921000003814697,0.027998298406600952,0.9878333210945129,0.04155400022864342
20,0.9925666451454163,0.026854120194911957,0.9941666722297668,0.017422989010810852
21,0.993233323097229,0.023975644260644913,0.9931666851043701,0.01911776512861252
22,0.9930999875068665,0.024288125336170197,0.9891666769981384,0.036228831857442856
23,0.9938666820526123,0.022702202200889587,0.9941666722297668,0.01677178405225277
24,0.9931166768074036,0.024334922432899475,0.9941666722297668,0.019341254606842995
25,0.9934666752815247,0.022877248004078865,0.9739999771118164,0.09810443967580795
26,0.9930166602134705,0.024125540629029274,0.9938333630561829,0.017800601199269295
27,0.9930333495140076,0.02426435612142086,0.9948333501815796,0.017241332679986954
28,0.9940500259399414,0.020576609298586845,0.9950000047683716,0.01930566132068634
29,0.9938666820526123,0.021370623260736465,0.9941666722297668,0.017428971827030182
0,0.9349499940872192,0.19696994125843048,0.8568333387374878,0.27776506543159485
1,0.9768166542053223,0.07848996669054031,0.9191666841506958,0.1458331197500229
2,0.9886833429336548,0.040719758719205856,0.9893333315849304,0.04506409168243408
3,0.9906833171844482,0.03433280065655708,0.9948333501815796,0.02322225272655487
4,0.991433322429657,0.03217918053269386,0.9888333082199097,0.036762457340955734
5,0.9918666481971741,0.029553692787885666,0.987666666507721,0.033269476145505905
6,0.9926833510398865,0.027144553139805794,0.9953333139419556,0.021913133561611176
7,0.9940500259399414,0.021890515461564064,0.9894999861717224,0.028594965115189552
8,0.9941166639328003,0.021722961217164993,0.9934999942779541,0.022299641743302345
9,0.9948999881744385,0.020055457949638367,0.9955000281333923,0.013983030803501606
10,0.9949166774749756,0.01979702338576317,0.9933333396911621,0.018584085628390312
11,0.995116651058197,0.018803156912326813,0.9955000281333923,0.016012007370591164
12,0.9958166480064392,0.017300426959991455,0.9971666932106018,0.013469468802213669
13,0.9963499903678894,0.014956042170524597,0.9975000023841858,0.009466667659580708
14,0.9956666827201843,0.01673903316259384,0.996666669845581,0.011827552691102028
15,0.9958666563034058,0.015079322271049023,0.9971666932106018,0.013083255849778652
16,0.9962666630744934,0.014117837883532047,0.9975000023841858,0.00865832157433033
17,0.9958166480064392,0.015391631051898003,0.9978333115577698,0.009277669712901115
18,0.9967166781425476,0.012833582237362862,0.9943333268165588,0.022413179278373718
19,0.9913166761398315,0.036144569516181946,0.9276666641235352,0.3309650123119354
20,0.992816686630249,0.026285814121365547,0.9446666836738586,0.17712390422821045
21,0.9942833185195923,0.021493667736649513,0.9971666932106018,0.01112938579171896
22,0.9956333041191101,0.01702675223350525,0.9961666464805603,0.011661925353109837
23,0.9949166774749756,0.017579542472958565,0.9971666932106018,0.00830652005970478
24,0.9972666501998901,0.010105766355991364,0.9971666932106018,0.00881502591073513
25,0.9977166652679443,0.009143790230154991,0.9986666440963745,0.004298208747059107
26,0.9975333213806152,0.009084765799343586,0.8399999737739563,6.325373649597168
27,0.9977999925613403,0.008763878606259823,0.9984999895095825,0.006032885983586311
28,0.9952999949455261,0.018079131841659546,0.9955000281333923,0.017152711749076843
29,0.9966833591461182,0.012256254442036152,0.9981666803359985,0.007659773342311382
0,0.9411500096321106,0.1821504831314087,0.9449999928474426,0.17159800231456757
1,0.9779000282287598,0.07308448106050491,0.9369999766349792,0.21750123798847198
2,0.9902166724205017,0.037947434931993484,0.9835000038146973,0.040729522705078125
3,0.9896833300590515,0.039367251098155975,0.9913333058357239,0.03634393587708473
4,0.992733359336853,0.027830321341753006,0.9944999814033508,0.02231033518910408
5,0.9928833246231079,0.02724054642021656,0.9926666617393494,0.024934101849794388
6,0.9925166964530945,0.02892579883337021,0.987666666507721,0.03537098318338394
7,0.994700014591217,0.021128542721271515,0.9965000152587891,0.011575285345315933
8,0.995283305644989,0.01878160983324051,0.9976666569709778,0.009934542700648308
9,0.994533360004425,0.019764995202422142,0.9959999918937683,0.01470171194523573
10,0.9961333274841309,0.01543472707271576,0.9823333621025085,0.05643206834793091
11,0.9959166646003723,0.01652548462152481,0.9961666464805603,0.012663360685110092
12,0.9965000152587891,0.014678800478577614,0.9973333477973938,0.008900154381990433
13,0.9955666661262512,0.017225297167897224,0.9976666569709778,0.008977290242910385
14,0.9964333176612854,0.014198833145201206,0.9965000152587891,0.012678369879722595
15,0.996066689491272,0.014599151909351349,0.9955000281333923,0.012331615202128887
16,0.9966999888420105,0.012955776415765285,0.9923333525657654,0.022315269336104393
17,0.996833324432373,0.012964189983904362,0.9980000257492065,0.008837604895234108
18,0.996833324432373,0.012854866683483124,0.996999979019165,0.01286443043500185
19,0.9962666630744934,0.014291943982243538,0.9941666722297668,0.017484165728092194
20,0.9960500001907349,0.014673386700451374,0.9975000023841858,0.007935428991913795
21,0.9972666501998901,0.011485438793897629,0.996999979019165,0.0070429216139018536
22,0.9969333410263062,0.011662876233458519,0.9976666569709778,0.007379073649644852
23,0.9977166652679443,0.009175627492368221,0.9976666569709778,0.00859482865780592
24,0.9971833229064941,0.011680803261697292,0.9980000257492065,0.009616410359740257
25,0.9972666501998901,0.010478060692548752,0.9980000257492065,0.007433438207954168
26,0.9976166486740112,0.00957436766475439,0.9981666803359985,0.006196702364832163
27,0.9974333047866821,0.010316812433302402,0.9983333349227905,0.006764662452042103
28,0.9972833395004272,0.010411784052848816,0.8236666917800903,0.5071459412574768
29,0.9976000189781189,0.008446348831057549,0.9984999895095825,0.005668255500495434
0,0.9421166777610779,0.15010306239128113,0.9524999856948853,0.11815663427114487
1,0.9801166653633118,0.06365101039409637,0.9916666746139526,0.03665332496166229
2,0.9873833060264587,0.0434492863714695,0.9911666512489319,0.0314699187874794
3,0.9894166588783264,0.0364990234375,0.9884999990463257,0.03655460476875305
4,0.9901833534240723,0.03444172069430351,0.9916666746139526,0.031013501808047295
5,0.9919833540916443,0.027811497449874878,0.9856666922569275,0.04402049258351326
6,0.9921333193778992,0.027201544493436813,0.9926666617393494,0.0375874862074852
7,0.9930166602134705,0.024520564824342728,0.9929999709129333,0.025140177458524704
8,0.9926666617393494,0.02566734328866005,0.9925000071525574,0.02856341376900673
9,0.9937000274658203,0.0219362024217844,0.9933333396911621,0.026156924664974213
10,0.9937666654586792,0.02100975625216961,0.9946666955947876,0.022326195612549782
11,0.9945666790008545,0.019824909046292305,0.9936666488647461,0.0266641303896904
12,0.9952499866485596,0.017003877088427544,0.9946666955947876,0.018778430297970772
13,0.9958833456039429,0.016191741451621056,0.9955000281333923,0.019223231822252274
0,0.9320666790008545,0.20962035655975342,0.9568333625793457,0.13160640001296997
1,0.9700333476066589,0.09247003495693207,0.9794999957084656,0.06604143977165222
2,0.9776166677474976,0.07135037332773209,0.9828333258628845,0.05230376869440079
3,0.9822499752044678,0.05562376603484154,0.9750000238418579,0.08694915473461151
4,0.9845333099365234,0.049311231821775436,0.987333357334137,0.04652899131178856
5,0.9857000112533569,0.04572713375091553,0.987666666507721,0.041193097829818726
6,0.987583339214325,0.041129402816295624,0.9851666688919067,0.046712301671504974
7,0.9887999892234802,0.03966017812490463,0.9868333339691162,0.037071432918310165
8,0.989983320236206,0.03519373759627342,0.9898333549499512,0.03633781522512436
9,0.9908166527748108,0.03306691721081734,0.9543333053588867,0.0959085151553154
10,0.9912166595458984,0.032156869769096375,0.9921666383743286,0.02745109237730503
11,0.9918166399002075,0.030279310420155525,0.9921666383743286,0.031213566660881042
12,0.9923499822616577,0.02861117571592331,0.9925000071525574,0.028763674199581146
13,0.9925333261489868,0.027576006948947906,0.9926666617393494,0.023661386221647263
14,0.9924833178520203,0.02776600606739521,0.9926666617393494,0.02737502008676529
15,0.9932166934013367,0.026046819984912872,0.9903333187103271,0.04448813199996948
16,0.9925166964530945,0.028213223442435265,0.9931666851043701,0.028779439628124237
17,0.992816686630249,0.026298386976122856,0.9893333315849304,0.02881081961095333
18,0.992816686630249,0.025695402175188065,0.9928333163261414,0.025063732638955116
19,0.9935833215713501,0.024501247331500053,0.9911666512489319,0.0248930174857378
20,0.9931333065032959,0.02501845359802246,0.9921666383743286,0.0312962606549263
21,0.9939833283424377,0.023088805377483368,0.9900000095367432,0.030516108497977257
22,0.9937999844551086,0.022237783297896385,0.9936666488647461,0.021515071392059326
23,0.9930999875068665,0.024882648140192032,0.9933333396911621,0.020840205252170563
24,0.9936666488647461,0.022665787488222122,0.9929999709129333,0.02547341398894787
25,0.9941166639328003,0.021667147055268288,0.9929999709129333,0.023918937891721725
26,0.9940166473388672,0.021256426349282265,0.9928333163261414,0.02471984177827835
27,0.9942333102226257,0.020358281210064888,0.9890000224113464,0.03731111064553261
28,0.9938833117485046,0.021955087780952454,0.9933333396911621,0.02008086070418358
29,0.9943166375160217,0.02140529453754425,0.9931666851043701,0.022102314978837967
0,0.9238583445549011,0.2366909235715866,0.9745833277702332,0.09259426593780518
1,0.9746999740600586,0.08762048929929733,0.9778333306312561,0.07864601165056229
2,0.9793916940689087,0.0736139565706253,0.9804999828338623,0.06942448765039444
3,0.981166660785675,0.06639530509710312,0.9775833487510681,0.06875057518482208
4,0.9831666946411133,0.05967879667878151,0.9865000247955322,0.047955479472875595
5,0.9849583506584167,0.053229305893182755,0.9863333106040955,0.07761175185441971
6,0.9862666726112366,0.04998883605003357,0.9866666793823242,0.051562801003456116
7,0.984375,0.056100159883499146,0.984250009059906,0.05910468474030495
8,0.9876083135604858,0.04488358274102211,0.984416663646698,0.048140041530132294
9,0.9881083369255066,0.04305338114500046,0.987666666507721,0.05981728062033653
10,0.9890750050544739,0.04067268222570419,0.9891666769981384,0.03984598442912102
11,0.9875916838645935,0.04507556930184364,0.987416684627533,0.06537038087844849
12,0.9783250093460083,0.07497791200876236,0.987666666507721,0.04276827350258827
13,0.9838583469390869,0.05754831060767174,0.9512500166893005,0.15641485154628754
14,0.9564083218574524,0.13274338841438293,0.9516666531562805,0.13873839378356934
15,0.9623249769210815,0.10996206849813461,0.9494166374206543,0.16567596793174744
16,0.965791642665863,0.10248585045337677,0.7630833387374878,0.8537987470626831
17,0.9691500067710876,0.09138904511928558,0.969083309173584,0.10039252787828445
18,0.9728500247001648,0.08513933420181274,0.9741666913032532,0.08087348192930222
19,0.974216639995575,0.08159973472356796,0.9783333539962769,0.07160684466362
20,0.9757000207901001,0.07528472691774368,0.9794166684150696,0.06656540185213089
21,0.9769583344459534,0.07374168187379837,0.9792500138282776,0.06638764590024948
22,0.9784500002861023,0.06968962401151657,0.9823333621025085,0.05624343454837799
23,0.9790250062942505,0.06724227219820023,0.9786666631698608,0.06365744024515152
24,0.9803916811943054,0.06589904427528381,0.9792500138282776,0.06414433568716049
25,0.9813083410263062,0.06273966282606125,0.9702500104904175,0.09749045968055725
26,0.9781166911125183,0.07323427498340607,0.9831666946411133,0.055918894708156586
27,0.9774500131607056,0.0751008540391922,0.9629166722297668,0.11015437543392181
28,0.9814249873161316,0.061402350664138794,0.9857500195503235,0.04917927086353302
29,0.9790583252906799,0.06836438924074173,0.9763333201408386,0.07701669633388519
0,0.9558333158493042,0.14210467040538788,0.9745833277702332,0.07879939675331116
1,0.9752916693687439,0.0867910161614418,0.981083333492279,0.07674064487218857
2,0.9796333312988281,0.07424312829971313,0.984416663646698,0.06638453900814056
3,0.9826333522796631,0.06374433636665344,0.984000027179718,0.05511960759758949
4,0.9841833114624023,0.0574798509478569,0.9865000247955322,0.04978011175990105
5,0.9847249984741211,0.05429534986615181,0.9870833158493042,0.05976033955812454
6,0.9854666590690613,0.053339410573244095,0.9877499938011169,0.06023969128727913
7,0.986258327960968,0.04962827265262604,0.9884999990463257,0.04930036887526512
8,0.9867666959762573,0.04679654911160469,0.9245833158493042,0.14925703406333923
9,0.9870250225067139,0.04553057998418808,0.8262500166893005,0.6142057180404663
10,0.9836000204086304,0.05786466598510742,0.9860833287239075,0.0710340067744255
11,0.9868083596229553,0.046726569533348083,0.937666654586792,0.2542046308517456
12,0.9875333309173584,0.04443050175905228,0.965499997138977,0.0754527673125267
13,0.9878833293914795,0.04295354709029198,0.9872499704360962,0.04975487291812897
14,0.9880916476249695,0.04322386905550957,0.9418333172798157,0.1819155514240265
15,0.9879000186920166,0.0427815318107605,0.956333339214325,0.08039691299200058
16,0.98580002784729,0.054060012102127075,0.9900000095367432,0.03682389855384827
17,0.9889666438102722,0.040931835770606995,0.9887499809265137,0.061721790581941605
18,0.9881083369255066,0.04288889467716217,0.9829999804496765,0.08581436425447464
19,0.988391637802124,0.041782647371292114,0.9900000095367432,0.036335740238428116
20,0.9879833459854126,0.04223649203777313,0.9400833249092102,0.21005868911743164
21,0.9882166385650635,0.04060596972703934,0.8309166431427002,0.37092089653015137
22,0.9831916689872742,0.06021948158740997,0.9881666898727417,0.045985519886016846
23,0.9869833588600159,0.0483187660574913,0.9829166531562805,0.049725234508514404
24,0.9879583120346069,0.044254202395677567,0.9884166717529297,0.044581640511751175
25,0.9883999824523926,0.041674841195344925,0.9902499914169312,0.04542073607444763
26,0.9879999756813049,0.042898569256067276,0.987583339214325,0.0446307510137558
27,0.9880499839782715,0.04193732514977455,0.9865833520889282,0.06426150351762772
28,0.9888916611671448,0.038300059735774994,0.9895833134651184,0.03376676142215729
29,0.9886916875839233,0.03924749791622162,0.9906666874885559,0.03302143141627312
0,0.9059833288192749,0.28741180896759033,0.918833315372467,0.24974872171878815
1,0.9231833219528198,0.23202000558376312,0.9269166588783264,0.23385292291641235
2,0.9275583624839783,0.2069655954837799,0.9338333606719971,0.18968304991722107
3,0.9317166805267334,0.18926580250263214,0.9335833191871643,0.17832529544830322
4,0.9454416632652283,0.15765699744224548,0.9541666507720947,0.1410725712776184
5,0.9536416530609131,0.13734515011310577,0.9444166421890259,0.14615610241889954
6,0.9756249785423279,0.08832553029060364,0.9830833077430725,0.06265595555305481
7,0.9826666712760925,0.06607114523649216,0.9854999780654907,0.057386260479688644
8,0.9850083589553833,0.05735255405306816,0.9863333106040955,0.054367776960134506
9,0.9860416650772095,0.05286027118563652,0.9867500066757202,0.050087444484233856
10,0.9872499704360962,0.048286426812410355,0.9869166612625122,0.04801458120346069
11,0.988391637802124,0.04542559012770653,0.9877499938011169,0.04986494034528732
12,0.9888499975204468,0.04251240938901901,0.9888333082199097,0.04250555858016014
13,0.9890083074569702,0.04089900478720665,0.9889166951179504,0.04044834524393082
14,0.9894916415214539,0.03928840160369873,0.9897500276565552,0.03735346719622612
15,0.9894416928291321,0.03948051482439041,0.9897500276565552,0.044266942888498306
16,0.9866916537284851,0.05220300331711769,0.965499997138977,0.15775635838508606
17,0.9868583083152771,0.04837321862578392,0.987416684627533,0.04762864112854004
18,0.9592249989509583,0.12282875925302505,0.9024999737739563,0.3576830327510834
19,0.9733916521072388,0.08221305906772614,0.9633333086967468,0.11944729834794998
20,0.9838833212852478,0.05405241996049881,0.987333357334137,0.06902759522199631
21,0.9890583157539368,0.040530379861593246,0.9903333187103271,0.03982480987906456
0,0.90625,0.28876855969429016,0.9247499704360962,0.2236701399087906
1,0.9234833121299744,0.23300157487392426,0.9294999837875366,0.21323136985301971
2,0.9281749725341797,0.202345609664917,0.9356666803359985,0.16751337051391602
3,0.9361749887466431,0.17759206891059875,0.9485833048820496,0.14614391326904297
4,0.9476500153541565,0.1506965011358261,0.9228333234786987,0.1824108511209488
5,0.9730499982833862,0.0964297205209732,0.9834166765213013,0.06603623926639557
6,0.9824666380882263,0.06795638799667358,0.9860833287239075,0.05827939882874489
7,0.9836083054542542,0.061724670231342316,0.984083354473114,0.06814192980527878
8,0.9843249917030334,0.05885379761457443,0.9871666431427002,0.04661795496940613
9,0.9847416877746582,0.05627238750457764,0.9819999933242798,0.06156031787395477
10,0.9854000210762024,0.05288331210613251,0.9889166951179504,0.04195486754179001
11,0.9856500029563904,0.05205643177032471,0.9864166378974915,0.051855672150850296
12,0.9858666658401489,0.051667843014001846,0.9888333082199097,0.04148402810096741
13,0.9862250089645386,0.04992897808551788,0.9877499938011169,0.0457802340388298
14,0.9867249727249146,0.04813398793339729,0.9892500042915344,0.03857194259762764
15,0.9875916838645935,0.044759925454854965,0.9884166717529297,0.039405886083841324
16,0.9879916906356812,0.044408053159713745,0.9865000247955322,0.053348567336797714
17,0.987541675567627,0.04483369365334511,0.9241666793823242,0.3920750319957733
18,0.9881250262260437,0.04222578555345535,0.9773333072662354,0.06300856918096542
19,0.9876916408538818,0.0441800132393837,0.9860833287239075,0.05306362360715866
20,0.988391637802124,0.040785808116197586,0.937833309173584,0.21811899542808533
21,0.988349974155426,0.0411779023706913,0.9903333187103271,0.0353546217083931
22,0.9890083074569702,0.039288755506277084,0.9639166593551636,0.1047564372420311
23,0.9892249703407288,0.03853930905461311,0.9601666927337646,0.15765850245952606
24,0.9889583587646484,0.03919890522956848,0.9785000085830688,0.07190246880054474
25,0.9889083504676819,0.03954501450061798,0.9422500133514404,0.19054661691188812
26,0.9891250133514404,0.03832370042800903,0.9904166460037231,0.031093638390302658
27,0.9893083572387695,0.037517983466386795,0.9910833239555359,0.028410425409674644
28,0.9894333481788635,0.0368981696665287,0.937666654586792,0.3191168010234833
29,0.9898583292961121,0.03608217090368271,0.9906666874885559,0.08994555473327637
